Day,Month,date,Year, Temperature (øF) Max,Temperature (øF) Min,Dew Point (øF) Max,Dew Point (øF) Min,Humidity Max,Humidity Min,Wind Speed Max, Wind Speed Min,Pressure Max,Pressure Min
16,1,16.01.2016,2016,77,55,55,41,68,35,12,0,30,30
17,1,17.01.2016,2016,81,59,63,52,82,39,12,0,30,30
18,1,18.01.2016,2016,84,61,57,45,77,27,21,0,30,30
19,1,19.01.2016,2016,79,57,57,39,82,27,12,0,30,30
20,1,20.01.2016,2016,79,52,54,28,82,16,9,0,30,30
21,1,21.01.2016,2016,81,54,57,46,88,30,12,0,30,30
22,1,22.01.2016,2016,79,0,55,0,77,0,14,0,30,30
23,1,23.01.2016,2016,77,55,55,43,82,31,10,0,30,30
24,1,24.01.2016,2016,77,57,55,45,73,36,12,0,30,30
25,1,25.01.2016,2016,75,0,57,0,88,0,9,0,30,30
26,1,26.01.2016,2016,79,61,64,54,83,47,10,0,30,30
27,1,27.01.2016,2016,75,63,64,46,83,41,12,0,30,30
28,1,28.01.2016,2016,79,61,66,43,83,38,13,0,30,30
29,1,29.01.2016,2016,82,68,64,59,88,45,15,5,30,30
30,1,30.01.2016,2016,82,66,66,48,94,30,18,0,30,30
31,1,31.01.2016,2016,81,63,61,46,88,30,9,3,30,30
1,2,01.02.2016,2016,81,59,52,32,63,17,10,0,30,30
2,2,02.02.2016,2016,81,57,52,19,72,12,12,0,30,30
3,2,03.02.2016,2016,82,55,48,28,67,14,10,0,30,30
4,2,04.02.2016,2016,82,54,55,36,67,20,12,0,30,30
5,2,05.02.2016,2016,79,59,55,48,77,34,9,0,30,30
6,2,06.02.2016,2016,84,57,52,21,72,10,15,0,30,30
7,2,07.02.2016,2016,86,54,43,21,62,9,12,0,30,30
8,2,08.02.2016,2016,84,54,41,19,42,9,10,0,30,30
9,2,09.02.2016,2016,82,54,52,28,67,14,13,2,30,30
10,2,10.02.2016,2016,84,68,61,41,73,23,17,5,30,30
11,2,11.02.2016,2016,63,63,39,39,42,42,7,7,30,30
12,2,12.02.2016,2016,81,57,54,14,59,8,15,0,30,30
13,2,13.02.2016,2016,79,61,43,30,39,18,13,3,30,30
14,2,14.02.2016,2016,79,55,43,27,44,15,12,0,30,30
15,2,15.02.2016,2016,81,55,41,23,44,13,12,0,30,30
16,2,16.02.2016,2016,81,57,34,19,36,11,23,0,30,30
17,2,17.02.2016,2016,81,66,30,19,26,11,132,10,30,30
18,2,18.02.2016,2016,84,68,41,18,29,12,37,7,30,30
19,2,19.02.2016,2016,86,64,52,25,52,11,14,0,30,30
20,2,20.02.2016,2016,90,59,57,28,68,11,10,0,30,30
21,2,21.02.2016,2016,88,59,48,21,52,9,12,2,30,30
22,2,22.02.2016,2016,90,57,59,30,73,12,14,0,30,30
23,2,23.02.2016,2016,88,59,61,39,77,23,14,0,30,30
24,2,24.02.2016,2016,90,61,64,39,88,18,10,0,30,30
25,2,25.02.2016,2016,88,64,64,52,88,29,10,0,30,30
26,2,26.02.2016,2016,95,61,63,23,94,7,14,2,30,30
27,2,27.02.2016,2016,97,68,45,27,35,8,12,0,30,30
28,2,28.02.2016,2016,95,63,46,27,38,9,12,0,30,30
29,2,29.02.2016,2016,93,63,54,27,43,9,10,0,30,30
1,3,01.03.2016,2016,95,63,63,37,57,14,20,0,30,30
2,3,02.03.2016,2016,93,68,61,36,61,15,16,0,30,30
3,3,03.03.2016,2016,93,66,61,41,64,17,100,0,30,30
4,3,04.03.2016,2016,90,68,63,41,65,18,17,0,30,30
5,3,05.03.2016,2016,90,70,66,37,83,16,14,0,30,30
6,3,06.03.2016,2016,86,68,64,55,83,35,14,0,30,30
7,3,07.03.2016,2016,84,70,64,46,78,27,17,0,30,30
8,3,08.03.2016,2016,84,66,63,46,68,27,10,0,30,30
9,3,09.03.2016,2016,86,70,68,55,83,37,14,0,30,30
10,3,10.03.2016,2016,84,73,70,63,83,48,17,3,30,30
11,3,11.03.2016,2016,84,73,68,55,83,37,22,0,30,30
12,3,12.03.2016,2016,88,73,66,45,78,22,17,6,30,30
13,3,13.03.2016,2016,86,73,66,54,73,33,14,3,30,30
14,3,14.03.2016,2016,88,68,66,48,83,25,14,0,30,30
15,3,15.03.2016,2016,90,72,68,39,88,17,15,0,30,30
16,3,16.03.2016,2016,88,70,70,55,78,37,14,0,30,30
17,3,17.03.2016,2016,88,77,70,61,78,40,26,5,30,30
18,3,18.03.2016,2016,90,75,70,59,83,38,18,6,30,30
19,3,19.03.2016,2016,90,77,66,55,69,40,18,0,30,0
20,3,20.03.2016,2016,93,73,81,46,69,0,13,5,30,0
21,3,21.03.2016,2016,95,66,64,43,78,16,12,0,30,30
22,3,22.03.2016,2016,95,70,63,37,68,13,16,0,30,30
23,3,23.03.2016,2016,93,68,64,45,83,21,18,0,30,30
24,3,24.03.2016,2016,95,77,66,41,69,15,15,3,30,30
25,3,25.03.2016,2016,93,77,64,50,65,23,16,0,30,30
26,3,26.03.2016,2016,95,75,63,41,57,15,18,0,30,30
27,3,27.03.2016,2016,93,70,63,37,73,15,14,0,30,30
28,3,28.03.2016,2016,95,73,68,27,78,10,14,3,30,30
29,3,29.03.2016,2016,88,72,66,50,73,27,17,2,30,30
30,3,30.03.2016,2016,90,75,70,64,83,46,18,3,30,30
31,3,31.03.2016,2016,90,77,72,66,83,49,17,5,30,30
1,4,01.04.2016,2016,91,77,73,59,83,38,16,5,30,30
2,4,02.04.2016,2016,93,75,75,59,89,32,18,3,30,0
3,4,03.04.2016,2016,88,79,66,59,65,38,152,3,30,30
4,4,04.04.2016,2016,88,75,68,61,78,40,16,5,30,30
5,4,05.04.2016,2016,88,73,66,57,73,37,16,5,30,30
6,4,06.04.2016,2016,86,73,64,57,69,37,16,5,30,30
7,4,07.04.2016,2016,90,0,66,0,78,0,16,3,30,30
8,4,08.04.2016,2016,91,73,70,46,83,24,16,3,30,30
9,4,09.04.2016,2016,93,79,72,46,78,21,16,3,30,30
10,4,10.04.2016,2016,91,77,72,59,78,34,77,3,30,30
11,4,11.04.2016,2016,93,77,70,54,78,31,15,7,30,30
12,4,12.04.2016,2016,97,75,72,57,83,27,14,0,30,30
13,4,13.04.2016,2016,99,79,73,57,83,25,14,8,30,30
14,4,14.04.2016,2016,95,79,75,64,79,36,16,7,30,30
15,4,15.04.2016,2016,93,79,73,66,83,41,21,7,30,30
16,4,16.04.2016,2016,90,79,75,66,84,55,21,5,30,0
17,4,17.04.2016,2016,95,79,64,36,61,12,29,6,30,30
18,4,18.04.2016,2016,86,77,66,61,69,45,16,6,30,30
19,4,19.04.2016,2016,93,75,68,55,73,28,14,7,30,30
20,4,20.04.2016,2016,91,75,68,48,78,23,16,3,30,30
21,4,21.04.2016,2016,93,75,70,61,78,34,17,3,30,30
22,4,22.04.2016,2016,100,79,72,45,74,15,108,3,30,30
23,4,23.04.2016,2016,102,77,72,27,78,7,15,0,30,30
24,4,24.04.2016,2016,100,75,68,41,65,13,16,0,30,30
25,4,25.04.2016,2016,93,77,73,54,79,26,17,0,30,30
26,4,26.04.2016,2016,99,79,73,43,83,17,16,5,30,30
27,4,27.04.2016,2016,99,79,73,57,83,28,15,5,30,30
28,4,28.04.2016,2016,97,79,73,63,83,36,15,0,30,30
29,4,29.04.2016,2016,95,79,75,46,89,20,14,3,30,30
30,4,30.04.2016,2016,95,79,75,68,84,44,13,3,30,30
1,5,01.05.2016,2016,99,82,73,59,70,27,22,6,30,30
2,5,02.05.2016,2016,99,82,72,61,70,32,16,5,30,30
3,5,03.05.2016,2016,93,79,72,64,78,41,18,7,30,30
4,5,04.05.2016,2016,93,79,73,59,83,36,20,5,30,0
5,5,05.05.2016,2016,93,81,75,64,74,41,14,3,30,30
6,5,06.05.2016,2016,95,81,75,50,79,23,17,5,30,30
7,5,07.05.2016,2016,91,55,75,72,79,0,17,6,30,30
8,5,08.05.2016,2016,91,82,75,72,74,52,16,6,30,30
9,5,09.05.2016,2016,93,82,75,72,79,52,16,5,30,30
10,5,10.05.2016,2016,93,82,77,55,79,31,18,7,30,30
11,5,11.05.2016,2016,95,82,79,72,79,47,21,5,30,30
12,5,12.05.2016,2016,97,82,77,70,84,41,16,6,30,30
13,5,13.05.2016,2016,97,82,81,68,94,39,15,8,30,30
14,5,14.05.2016,2016,95,82,77,73,84,49,16,7,30,30
15,5,15.05.2016,2016,95,82,77,72,79,47,16,6,30,30
16,5,16.05.2016,2016,99,82,77,61,84,29,21,5,30,29
17,5,17.05.2016,2016,100,82,77,68,84,37,15,0,30,29
18,5,18.05.2016,2016,100,84,77,68,74,35,16,5,30,29
19,5,19.05.2016,2016,99,86,77,72,74,47,16,5,30,0
20,5,20.05.2016,2016,97,84,79,73,79,47,20,0,30,29
21,5,21.05.2016,2016,95,84,79,77,84,56,35,6,30,29
22,5,22.05.2016,2016,99,84,79,72,84,42,28,7,30,30
23,5,23.05.2016,2016,95,84,79,72,79,49,22,7,30,30
24,5,24.05.2016,2016,93,84,77,73,79,52,23,8,30,0
25,5,25.05.2016,2016,93,0,75,0,79,0,21,10,30,30
26,5,26.05.2016,2016,93,84,75,68,74,44,25,7,30,30
27,5,27.05.2016,2016,95,82,75,68,74,41,20,8,30,30
28,5,28.05.2016,2016,91,84,77,72,79,52,20,10,30,30
29,5,29.05.2016,2016,93,84,77,72,79,49,26,0,30,29
30,5,30.05.2016,2016,93,84,77,73,79,52,21,9,30,30
31,5,31.05.2016,2016,93,84,79,72,84,52,23,9,30,30
1,6,01.06.2016,2016,93,84,77,72,79,52,16,8,30,30
2,6,02.06.2016,2016,95,84,77,70,79,46,16,6,30,30
3,6,03.06.2016,2016,95,82,75,68,79,41,16,2,30,30
4,6,04.06.2016,2016,100,81,75,57,79,24,15,7,30,30
5,6,05.06.2016,2016,100,82,75,50,79,18,20,7,30,30
6,6,06.06.2016,2016,100,75,77,61,94,27,24,7,30,30
7,6,07.06.2016,2016,99,84,79,63,79,30,24,9,30,29
8,6,08.06.2016,2016,95,84,79,61,84,40,23,8,30,29
9,6,09.06.2016,2016,97,84,79,73,84,50,22,9,30,0
10,6,10.06.2016,2016,95,86,77,59,74,30,31,0,30,0
11,6,11.06.2016,2016,95,86,77,73,74,52,23,9,30,29
12,6,12.06.2016,2016,93,84,77,73,79,52,23,12,30,29
13,6,13.06.2016,2016,93,84,77,75,79,56,25,5,30,29
14,6,14.06.2016,2016,93,84,77,72,79,49,22,9,30,0
15,6,15.06.2016,2016,95,84,77,70,79,49,23,7,29,0
16,6,16.06.2016,2016,97,84,75,63,74,32,23,9,30,29
17,6,17.06.2016,2016,93,84,75,70,74,46,25,12,30,30
18,6,18.06.2016,2016,95,82,75,64,79,38,167,8,30,30
19,6,19.06.2016,2016,95,82,75,66,74,41,23,0,30,29
20,6,20.06.2016,2016,95,82,77,70,79,44,23,7,30,0
21,6,21.06.2016,2016,91,82,77,73,79,55,23,10,30,29
22,6,22.06.2016,2016,93,84,77,73,79,52,18,7,30,29
23,6,23.06.2016,2016,95,84,77,70,79,44,14,3,30,29
24,6,24.06.2016,2016,97,84,75,63,74,32,15,0,30,29
25,6,25.06.2016,2016,97,84,75,70,74,41,17,3,30,29
26,6,26.06.2016,2016,104,88,77,66,70,29,16,0,30,0
27,6,27.06.2016,2016,99,86,77,70,74,39,12,0,29,29
28,6,28.06.2016,2016,99,77,79,70,94,39,39,2,30,29
29,6,29.06.2016,2016,95,77,84,75,100,56,21,0,30,29
30,6,30.06.2016,2016,95,82,81,73,94,52,13,0,30,29
1,7,01.07.2016,2016,97,86,81,72,84,47,14,2,29,29
2,7,02.07.2016,2016,93,86,79,75,79,56,22,7,29,29
3,7,03.07.2016,2016,95,86,77,72,74,47,18,7,29,29
4,7,04.07.2016,2016,93,84,77,72,79,49,17,7,29,29
5,7,05.07.2016,2016,93,86,77,72,74,49,26,0,29,29
6,7,06.07.2016,2016,91,84,77,72,79,55,22,6,29,29
7,7,07.07.2016,2016,86,84,79,75,84,74,23,9,30,29
8,7,08.07.2016,2016,88,82,77,75,84,70,17,8,30,29
9,7,09.07.2016,2016,86,84,79,77,84,74,16,9,29,29
10,7,10.07.2016,2016,88,82,81,77,89,74,17,6,29,29
11,7,11.07.2016,2016,91,0,77,0,79,0,17,0,29,0
12,7,12.07.2016,2016,91,84,77,73,79,55,15,5,29,29
13,7,13.07.2016,2016,93,84,77,73,79,52,12,5,30,0
14,7,14.07.2016,2016,93,84,77,72,74,52,17,5,30,0
15,7,15.07.2016,2016,91,84,75,72,74,52,17,5,30,29
16,7,16.07.2016,2016,90,82,75,73,79,59,16,8,30,29
17,7,17.07.2016,2016,93,84,75,70,74,46,18,7,30,30
18,7,18.07.2016,2016,88,81,77,73,89,62,23,7,30,30
19,7,19.07.2016,2016,90,84,73,70,70,52,17,8,30,30
20,7,20.07.2016,2016,90,82,77,73,79,59,23,12,30,29
21,7,21.07.2016,2016,91,84,75,73,74,55,18,9,30,0
22,7,22.07.2016,2016,90,84,77,73,79,59,17,10,30,29
23,7,23.07.2016,2016,90,82,75,70,79,52,18,0,30,30
24,7,24.07.2016,2016,93,82,75,70,79,49,14,3,30,0
25,7,25.07.2016,2016,95,82,75,70,79,46,15,5,30,30
26,7,26.07.2016,2016,93,82,75,72,74,49,15,6,30,30
27,7,27.07.2016,2016,91,82,73,70,74,49,17,6,30,30
28,7,28.07.2016,2016,91,82,77,72,84,55,20,7,30,29
29,7,29.07.2016,2016,91,82,75,72,74,52,23,10,30,29
30,7,30.07.2016,2016,88,82,77,72,84,62,17,0,30,29
31,7,31.07.2016,2016,90,82,75,72,79,59,17,6,30,0
1,8,01.08.2016,2016,88,82,77,75,84,66,21,9,30,29
2,8,02.08.2016,2016,91,82,77,75,84,63,15,6,29,29
3,8,03.08.2016,2016,91,82,77,64,79,43,15,3,30,0
4,8,04.08.2016,2016,93,84,77,73,79,52,15,9,30,29
5,8,05.08.2016,2016,90,81,79,70,94,55,17,5,30,29
6,8,06.08.2016,2016,84,0,79,0,94,0,20,0,30,29
7,8,07.08.2016,2016,86,79,79,72,89,74,15,5,30,29
8,8,08.08.2016,2016,90,81,79,77,89,70,14,6,30,29
9,8,09.08.2016,2016,88,82,77,75,84,66,17,5,30,29
10,8,10.08.2016,2016,88,82,75,73,79,62,17,0,30,30
11,8,11.08.2016,2016,90,82,75,72,79,55,15,6,30,30
12,8,12.08.2016,2016,90,82,75,70,79,55,17,0,30,30
13,8,13.08.2016,2016,90,81,77,70,79,55,17,2,30,29
14,8,14.08.2016,2016,90,82,73,72,74,55,17,7,30,29
15,8,15.08.2016,2016,90,82,73,70,74,55,21,7,30,29
16,8,16.08.2016,2016,90,82,73,72,74,55,20,9,30,29
17,8,17.08.2016,2016,90,82,73,70,74,55,16,6,30,29
18,8,18.08.2016,2016,91,82,73,68,74,46,17,5,30,30
19,8,19.08.2016,2016,91,82,72,70,70,49,17,5,30,29
20,8,20.08.2016,2016,90,82,75,72,74,59,17,0,30,29
21,8,21.08.2016,2016,91,82,75,72,79,55,17,7,30,30
22,8,22.08.2016,2016,91,82,75,72,74,52,17,0,30,30
23,8,23.08.2016,2016,91,82,75,72,79,55,117,6,30,30
24,8,24.08.2016,2016,90,82,75,66,79,51,17,5,30,30
25,8,25.08.2016,2016,95,82,75,70,79,47,23,6,30,30
26,8,26.08.2016,2016,99,82,75,72,79,42,16,6,30,30
27,8,27.08.2016,2016,97,75,77,72,94,44,51,0,30,30
28,8,28.08.2016,2016,84,77,79,73,94,74,18,0,30,30
29,8,29.08.2016,2016,93,81,77,72,89,49,15,3,30,30
30,8,30.08.2016,2016,88,81,77,72,84,58,16,0,30,30
31,8,31.08.2016,2016,88,81,73,72,79,58,16,0,30,30
1,9,01.09.2016,2016,88,81,73,70,79,55,14,5,30,30
2,9,02.09.2016,2016,90,81,72,68,74,49,69,6,30,30
3,9,03.09.2016,2016,90,81,72,66,74,49,23,6,30,30
4,9,04.09.2016,2016,88,81,73,68,74,55,20,7,30,30
5,9,05.09.2016,2016,88,81,73,70,79,55,21,10,30,30
6,9,06.09.2016,2016,90,81,73,66,79,46,17,7,30,30
7,9,07.09.2016,2016,90,79,72,66,78,46,16,6,30,30
8,9,08.09.2016,2016,91,79,72,63,78,40,16,0,30,30
9,9,09.09.2016,2016,90,81,72,66,74,46,15,7,30,30
10,9,10.09.2016,2016,88,79,72,66,78,52,21,7,30,30
11,9,11.09.2016,2016,84,81,72,68,74,58,15,7,30,30
12,9,12.09.2016,2016,86,81,73,70,79,62,15,5,30,30
13,9,13.09.2016,2016,90,79,73,68,83,49,16,3,30,30
14,9,14.09.2016,2016,91,79,73,70,83,49,13,3,30,30
15,9,15.09.2016,2016,93,81,75,70,84,46,14,6,30,30
16,9,16.09.2016,2016,93,81,75,70,79,46,17,8,30,30
17,9,17.09.2016,2016,93,81,73,70,79,46,18,5,30,30
18,9,18.09.2016,2016,93,81,75,70,79,46,18,6,30,30
19,9,19.09.2016,2016,91,81,73,66,79,43,24,9,30,30
20,9,20.09.2016,2016,91,79,73,68,79,46,21,7,30,30
21,9,21.09.2016,2016,91,81,73,68,79,46,21,7,30,30
22,9,22.09.2016,2016,91,79,73,68,83,46,22,7,30,0
23,9,23.09.2016,2016,90,79,72,68,78,49,21,8,30,30
24,9,24.09.2016,2016,90,79,73,68,79,49,21,7,30,30
25,9,25.09.2016,2016,90,81,72,68,74,49,23,7,30,30
26,9,26.09.2016,2016,91,79,73,68,79,46,17,7,30,30
27,9,27.09.2016,2016,90,81,73,70,79,52,22,9,30,30
28,9,28.09.2016,2016,88,81,73,70,79,55,22,8,30,30
29,9,29.09.2016,2016,90,81,75,70,79,52,15,5,30,0
30,9,30.09.2016,2016,91,79,77,68,83,46,13,0,30,0
1,10,01.10.2016,2016,91,77,81,66,83,0,16,3,30,30
2,10,02.10.2016,2016,93,79,73,70,79,46,15,0,30,0
3,10,03.10.2016,2016,95,0,77,0,84,0,16,0,30,30
4,10,04.10.2016,2016,91,0,75,0,84,0,14,3,30,30
5,10,05.10.2016,2016,91,82,75,70,79,49,17,6,30,30
6,10,06.10.2016,2016,93,81,75,70,79,46,15,6,30,0
7,10,07.10.2016,2016,97,81,75,68,79,39,10,0,30,30
8,10,08.10.2016,2016,97,79,77,70,89,44,14,2,30,30
9,10,09.10.2016,2016,93,0,75,0,84,0,15,5,30,30
10,10,10.10.2016,2016,97,73,73,54,94,23,14,3,30,30
11,10,11.10.2016,2016,90,0,73,0,89,0,15,0,30,30
12,10,12.10.2016,2016,90,75,73,68,89,49,15,0,30,0
13,10,13.10.2016,2016,91,77,75,70,94,52,12,3,30,30
14,10,14.10.2016,2016,90,0,73,0,89,0,12,0,30,0
15,10,15.10.2016,2016,90,0,73,0,94,0,16,0,30,30
16,10,16.10.2016,2016,93,75,73,59,83,32,14,0,30,0
17,10,17.10.2016,2016,93,0,70,0,83,0,22,0,30,0
18,10,18.10.2016,2016,91,0,70,0,78,0,16,3,30,30
19,10,19.10.2016,2016,90,79,72,55,74,31,17,6,30,30
20,10,20.10.2016,2016,90,77,73,70,83,55,16,5,30,30
21,10,21.10.2016,2016,88,75,73,70,89,55,14,0,30,30
22,10,22.10.2016,2016,90,77,72,68,83,52,14,5,30,30
23,10,23.10.2016,2016,88,75,72,68,83,52,14,0,30,30
24,10,24.10.2016,2016,90,77,72,66,83,46,14,5,30,30
25,10,25.10.2016,2016,91,77,73,68,89,49,12,0,30,30
26,10,26.10.2016,2016,91,0,77,0,94,0,8,0,30,30
27,10,27.10.2016,2016,95,70,66,43,83,17,12,0,30,30
28,10,28.10.2016,2016,95,66,66,34,73,12,14,0,30,30
29,10,29.10.2016,2016,88,64,77,54,83,31,9,0,30,30
30,10,30.10.2016,2016,91,70,68,39,88,18,12,0,30,30
31,10,31.10.2016,2016,95,68,64,41,73,15,9,0,30,30
1,11,01.11.2016,2016,97,70,52,37,44,13,9,0,30,30
2,11,02.11.2016,2016,95,66,59,36,54,12,10,0,30,30
3,11,03.11.2016,2016,95,66,50,30,46,10,9,0,30,30
4,11,04.11.2016,2016,95,64,61,36,57,12,15,0,30,0
5,11,05.11.2016,2016,99,66,61,25,73,7,13,0,30,30
6,11,06.11.2016,2016,91,64,66,54,83,29,8,0,30,30
7,11,07.11.2016,2016,88,66,77,61,100,0,9,0,30,0
8,11,08.11.2016,2016,90,63,70,43,94,21,12,0,30,30
9,11,09.11.2016,2016,88,64,68,50,94,27,13,0,30,30
10,11,10.11.2016,2016,88,64,70,50,94,27,14,0,30,30
11,11,11.11.2016,2016,91,66,70,46,88,21,14,0,30,0
12,11,12.11.2016,2016,90,0,57,0,77,0,20,0,30,30
13,11,13.11.2016,2016,88,0,41,0,37,0,14,0,30,0
14,11,14.11.2016,2016,88,0,57,0,77,0,12,0,30,30
15,11,15.11.2016,2016,88,57,57,30,63,13,13,0,30,30
16,11,16.11.2016,2016,90,57,50,28,59,11,13,0,30,30
17,11,17.11.2016,2016,90,59,48,25,52,10,16,0,30,30
18,11,18.11.2016,2016,90,57,54,36,60,16,9,0,30,30
19,11,19.11.2016,2016,88,59,70,52,88,45,12,0,30,30
20,11,20.11.2016,2016,88,68,68,57,88,35,14,0,30,0
21,11,21.11.2016,2016,88,70,68,57,88,37,12,0,30,30
22,11,22.11.2016,2016,88,61,66,46,100,24,12,0,30,30
23,11,23.11.2016,2016,86,59,55,43,77,22,9,0,30,30
24,11,24.11.2016,2016,88,59,55,41,82,20,16,0,30,30
25,11,25.11.2016,2016,90,63,52,36,60,15,16,2,30,30
26,11,26.11.2016,2016,91,59,46,34,48,13,9,0,30,30
27,11,27.11.2016,2016,91,59,48,30,63,11,9,0,30,30
28,11,28.11.2016,2016,88,61,55,39,59,21,9,0,30,30
29,11,29.11.2016,2016,88,59,64,50,82,31,12,0,30,30
30,11,30.11.2016,2016,90,63,68,52,88,27,9,0,30,30
1,12,01.12.2016,2016,91,61,66,34,88,14,16,0,30,30
2,12,02.12.2016,2016,90,68,45,37,43,16,14,0,30,30
3,12,03.12.2016,2016,90,61,48,34,52,14,8,0,30,30
4,12,04.12.2016,2016,88,0,48,0,56,0,9,0,30,30
5,12,05.12.2016,2016,88,57,61,39,78,18,9,0,30,30
6,12,06.12.2016,2016,88,57,63,41,88,19,7,0,30,0
7,12,07.12.2016,2016,90,0,61,0,83,0,9,0,30,30
8,12,08.12.2016,2016,88,59,66,36,83,16,12,0,30,30
9,12,09.12.2016,2016,84,64,68,61,94,51,12,0,30,30
10,12,10.12.2016,2016,84,70,70,63,88,48,14,0,30,30
11,12,11.12.2016,2016,86,64,68,43,94,23,10,0,30,30
12,12,12.12.2016,2016,82,66,66,48,88,36,12,0,30,30
13,12,13.12.2016,2016,82,61,55,43,82,26,15,0,30,30
14,12,14.12.2016,2016,81,61,45,34,52,20,151,0,30,0
15,12,15.12.2016,2016,84,59,46,34,52,16,12,0,30,30
16,12,16.12.2016,2016,82,57,55,43,73,30,12,0,30,0
17,12,17.12.2016,2016,84,0,63,0,83,0,10,0,30,30
18,12,18.12.2016,2016,81,59,63,54,94,48,9,0,30,30
19,12,19.12.2016,2016,81,59,63,46,88,30,9,0,30,30
20,12,20.12.2016,2016,84,57,57,36,82,18,12,0,30,30
21,12,21.12.2016,2016,86,57,48,34,59,15,10,0,30,30
22,12,22.12.2016,2016,88,55,61,46,78,24,9,0,30,30
23,12,23.12.2016,2016,90,59,68,46,100,22,10,0,30,30
24,12,24.12.2016,2016,90,0,64,0,94,0,13,0,30,30
25,12,25.12.2016,2016,84,61,23,9,21,6,23,0,30,30
26,12,26.12.2016,2016,84,54,48,16,55,11,9,0,30,30
27,12,27.12.2016,2016,86,57,64,43,88,23,10,0,30,0
28,12,28.12.2016,2016,84,57,64,41,88,22,8,0,30,30
29,12,29.12.2016,2016,86,61,66,50,94,29,12,0,30,30
30,12,30.12.2016,2016,86,64,68,52,100,31,12,0,30,30
31,12,31.12.2016,2016,82,64,68,52,94,35,15,0,30,30
1,1,01.01.2017,2017,82,63,50,36,63,19,14,0,30,30
2,1,02.01.2017,2017,82,59,48,37,59,21,12,0,30,30
3,1,03.01.2017,2017,81,55,55,45,82,32,9,0,30,30
4,1,04.01.2017,2017,79,59,64,52,88,41,13,0,30,30
5,1,05.01.2017,2017,75,61,63,54,88,53,14,0,30,30
6,1,06.01.2017,2017,75,59,59,52,82,57,9,0,30,30
7,1,07.01.2017,2017,77,59,57,-4,88,4,21,0,30,30
8,1,08.01.2017,2017,73,52,36,19,38,13,17,0,30,30
9,1,09.01.2017,2017,73,55,39,18,48,16,17,3,30,30
10,1,10.01.2017,2017,73,50,46,34,72,29,7,0,30,30
11,1,11.01.2017,2017,75,50,46,37,72,25,9,0,30,30
12,1,12.01.2017,2017,75,50,57,37,71,33,13,0,30,30
13,1,13.01.2017,2017,73,61,59,36,88,30,16,0,30,30
14,1,14.01.2017,2017,63,55,57,45,94,63,23,6,30,30
15,1,15.01.2017,2017,70,55,48,45,72,43,21,7,30,30
16,1,16.01.2017,2017,72,50,50,41,88,33,12,0,30,30
17,1,17.01.2017,2017,70,55,55,34,72,28,14,0,30,30
18,1,18.01.2017,2017,75,54,48,34,77,22,16,0,30,30
19,1,19.01.2017,2017,72,57,46,30,55,22,30,2,30,30
20,1,20.01.2017,2017,72,57,73,28,59,0,25,7,30,0
21,1,21.01.2017,2017,79,55,39,23,51,13,14,0,30,30
22,1,22.01.2017,2017,81,54,39,23,54,12,10,0,30,30
23,1,23.01.2017,2017,82,59,45,28,59,14,22,0,30,30
24,1,24.01.2017,2017,81,57,63,32,83,17,17,0,30,30
25,1,25.01.2017,2017,75,61,57,39,88,29,20,0,30,30
26,1,26.01.2017,2017,73,57,57,36,94,25,12,0,30,0
27,1,27.01.2017,2017,75,50,52,39,94,27,10,0,30,30
28,1,28.01.2017,2017,79,54,52,34,82,24,9,0,30,30
29,1,29.01.2017,2017,81,54,48,36,72,21,9,0,30,30
30,1,30.01.2017,2017,77,54,64,48,83,44,12,0,30,30
31,1,31.01.2017,2017,84,61,64,41,94,22,10,0,30,30
1,2,01.02.2017,2017,84,61,59,30,78,15,8,0,30,0
2,2,02.02.2017,2017,84,0,55,0,77,0,12,0,30,30
3,2,03.02.2017,2017,82,59,64,41,73,23,10,0,30,30
4,2,04.02.2017,2017,72,61,64,25,83,20,31,0,30,30
5,2,05.02.2017,2017,73,0,52,0,47,0,18,5,30,30
6,2,06.02.2017,2017,75,0,34,0,50,0,13,0,30,30
7,2,07.02.2017,2017,77,50,43,21,55,13,12,0,30,30
8,2,08.02.2017,2017,81,54,46,28,67,15,13,0,30,0
9,2,09.02.2017,2017,81,0,46,0,59,0,12,0,30,30
10,2,10.02.2017,2017,81,52,45,18,55,10,12,0,30,30
11,2,11.02.2017,2017,82,54,46,23,67,11,10,0,30,30
12,2,12.02.2017,2017,82,57,43,25,55,12,17,0,30,30
13,2,13.02.2017,2017,82,63,36,23,37,11,26,3,30,30
14,2,14.02.2017,2017,86,64,37,25,34,11,18,5,30,30
15,2,15.02.2017,2017,91,59,43,21,42,8,12,0,30,30
16,2,16.02.2017,2017,91,64,41,28,40,10,13,0,30,30
17,2,17.02.2017,2017,91,63,50,36,48,14,9,0,30,30
18,2,18.02.2017,2017,93,64,50,43,49,18,12,0,30,30
19,2,19.02.2017,2017,88,64,68,48,78,31,20,0,30,30
20,2,20.02.2017,2017,81,70,68,21,78,11,23,6,30,0
21,2,21.02.2017,2017,86,64,55,5,57,5,15,5,30,30
22,2,22.02.2017,2017,86,59,57,21,77,10,12,0,30,30
23,2,23.02.2017,2017,86,55,46,25,59,11,10,0,30,30
24,2,24.02.2017,2017,90,59,48,23,41,9,13,0,30,30
25,2,25.02.2017,2017,93,61,61,41,63,17,12,0,30,30
26,2,26.02.2017,2017,90,0,59,0,73,0,13,0,30,30
